,id,seller,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size
19009,19016,3,37.75,11.1,15.6,3,1,3,2.8,1,0,1,0,0,1,4,1,5882,1,55.500392000000005,37.521677,11,Остафьево ЖК,к5,2020,2,14,False,True,True,1,False,4,0.24128467197833608,-2.899110267147656,37.75
19854,19861,1,68.0,8.0,39.0,3,2,3,3.0,0,1,0,1,1,0,1,1,1069,0,55.679961,37.583607,6,Большая Черемушкинская улица,30К1,1954,0,5,True,False,False,3,False,0,0.0548026304066944,3.0686412669249736,34.0
20948,20955,1,35.1,9.0,18.0,8,1,3,2.7,1,0,1,0,0,1,0,1,8747,0,55.685807,37.862399,4,улица Маршала Полубоярова,14,1995,3,14,False,True,True,1,True,0,0.2869680105484331,1.7417190197550387,35.1
3653,3656,4,189.1,16.0,77.2,14,4,1,3.05,0,2,0,1,0,1,3,1,3109,0,55.797306000000006,37.803236,3,Измайловский бульвар,55,2003,2,16,True,True,True,3,True,0,0.23224387873708383,1.2974825148284697,47.275
4914,4917,1,46.0,10.7,30.9,7,2,3,2.8,1,0,2,2,1,0,1,1,8365,0,55.65164300000001,37.558643,6,улица Обручева,49,1965,3,12,True,True,True,1,True,0,0.08558360560199342,-2.8940532695810597,23.0
10439,10443,4,530.0,45.0,322.0,3,6,1,2.8,4,2,1,0,0,0,3,1,263,0,55.71253299999999,37.576232,6,Андреевская набережная,1,2004,4,6,True,True,False,0,True,0,0.02234211185858997,-2.989697792427641,88.33333333333333
9534,9538,3,70.3,22.4,30.1,23,2,3,2.8,0,1,2,2,0,0,4,1,5782,1,55.707426,37.934031,4,Квартал Некрасовка ЖК,к8,2020,2,23,False,True,True,1,False,4,0.35545996637131877,1.6473688277911058,35.15
9644,9648,2,117.0,11.0,70.0,9,4,1,2.7,2,0,1,0,2,0,3,2,3712,0,55.620184,37.741890000000005,5,улица Мусы Джалиля,28к1,1997,3,17,False,True,True,1,True,0,0.19856751763992683,2.1849866563652984,29.25
17505,17511,0,45.0,5.0,30.0,2,2,1,2.48,1,0,1,0,1,0,1,1,8881,0,55.779089,37.472243,8,бульвар Генерала Карбышева,10К2,1964,3,5,True,False,False,3,False,0,0.11621495732425177,-1.1781196597169068,22.5
10949,10953,1,47.2,7.0,28.0,2,2,1,2.64,0,1,1,0,0,0,2,2,6460,0,55.71773100000001,37.734093,4,Грайвороновская улица,16К3,1969,3,9,False,True,True,1,True,0,0.15540062726335618,1.67967800014578,23.6
18360,18366,4,146.0,20.0,97.0,3,4,2,3.0,0,2,1,0,0,2,2,2,9490,0,55.795686,37.565865,1,улица Мишина,26,2004,0,12,True,True,True,3,True,0,0.0625964355350893,-0.22142802391737204,36.5
6514,6517,4,80.0,20.0,80.0,25,2,3,3.1,2,0,2,2,0,0,0,2,5401,0,55.842337,37.381199,8,Пятницкое шоссе,15к1,2013,7,25,False,True,True,0,True,0,0.22576840998045217,-1.0734190323977932,40.0
21066,21073,0,59.0,6.0,44.0,3,3,3,2.48,0,1,1,0,1,0,1,1,2561,0,55.679458,37.685817,5,Затонная улица,9К2,1963,4,5,True,False,False,3,True,0,0.11967448322182095,2.0498232742178644,19.666666666666668
915,915,4,27.0,10.7,30.9,14,1,3,2.8,0,0,2,2,0,0,4,0,5509,0,55.842438,37.373347,8,Митинская улица,16,2011,2,32,False,True,True,0,False,0,0.23274596830119862,-1.0891346728472533,27.0
15237,15242,3,93.6,30.8,41.2,21,3,3,2.8,0,1,1,1,0,0,4,1,5841,1,55.719896,37.692663,4,Метрополия ЖК,5,2021,7,30,False,True,True,0,False,4,0.11400492282470821,1.7002915569365993,31.2
4208,4211,1,20.5,6.0,10.0,3,1,3,2.74,1,0,2,2,0,0,2,1,1748,0,55.968,37.150583000000005,9,проспект Георгиевский,37к1,2018,2,17,True,True,True,1,True,0,0.4883990500529111,-1.0725892590292156,20.5
14925,14930,4,39.6,15.3,12.0,7,1,3,2.7,1,0,1,0,0,1,2,2,6092,0,55.644227,37.38878,7,Производственная улица,12к1,2017,2,7,False,True,True,0,False,3,0.21115775337705775,-2.013155442607152,39.6
12534,12538,4,115.0,10.7,30.9,12,4,3,3.2,3,0,2,2,0,0,4,1,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,28.75
17025,17031,1,37.0,7.0,15.0,15,1,3,2.6,1,0,2,2,0,1,2,2,62,0,55.730887,37.751987,4,Орехово-Зуевский проезд,14,2004,2,17,False,True,True,1,True,0,0.17241475341529805,1.5924369290232303,37.0
10064,10068,1,51.5,9.8,30.3,5,2,1,2.8,0,1,1,0,1,0,2,1,1088,0,55.752951,37.713072,4,шоссе Энтузиастов,11АК1,2000,0,17,False,True,False,3,False,0,0.13471269639874225,1.4342821022174164,25.75
22854,22862,3,44.9,22.4,12.6,14,1,3,2.85,1,0,1,0,0,0,4,1,356,1,55.751594,37.709021,4,Лефортово Парк ЖК,к11,2021,7,23,False,True,True,1,False,4,0.1305171198793219,1.4403585223508164,44.9
21757,21765,3,74.29,11.2,44.6,2,3,3,3.0,1,1,2,2,0,1,4,1,1744,1,55.811735,37.740722,3,Тюменский проезд,3к5,2021,7,22,True,True,True,0,True,0,0.1786149077462228,1.1243633968958837,24.763333333333335
2950,2952,3,44.4,10.7,0.0,2,1,3,3.1,0,0,2,2,0,0,4,1,9592,1,55.690882,37.478109,7,улица Лобачевского,114,2021,7,25,False,True,True,0,False,4,0.11052515758270838,-1.9776367373922248,44.4
5026,5029,4,55.9,15.0,19.0,6,1,3,2.8,1,0,1,1,0,1,0,1,9649,0,55.579688,37.671085,5,Михневская улица,8,2013,4,45,True,True,True,0,True,0,0.17991792785035066,2.6082533202825307,55.9
12242,12246,4,92.38,15.6,50.3,10,3,1,2.8,2,0,2,2,0,1,0,1,4448,0,55.683412,37.58385,6,Новочеремушкинская улица,17к2,2019,7,18,True,True,False,2,False,4,0.05138089447849413,3.059028875433031,30.793333333333333
1213,1213,4,48.0,6.0,22.0,11,2,3,2.8,1,0,1,0,0,0,0,2,6838,0,55.841261,37.494422,1,Кронштадтский бульвар,6к2,2015,2,24,False,True,True,2,True,4,0.1364924866083408,-0.6740321807608208,24.0
21924,21932,1,73.0,9.5,47.1,17,3,1,2.8,0,1,1,1,0,0,4,1,3679,0,55.645476,37.707215000000005,4,Донецкая улица,30к1,2019,2,32,True,True,True,0,True,1,0.15565551929162705,2.180575983931876,24.333333333333332
12195,12199,3,43.6,20.1,13.8,9,1,3,2.85,1,0,1,0,1,0,4,1,8284,1,55.752627,37.705023,4,Лефортово Парк ЖК,к5,2020,7,12,False,True,True,1,False,4,0.12669685448061477,1.4281697763906533,43.6
1285,1285,3,132.7,10.0,84.5,14,4,3,2.8,0,0,2,2,0,0,4,1,7624,1,55.785777,37.58579,1,Бумажный проезд,2/2,2020,2,20,False,True,False,0,False,4,0.051530737011169066,0.12016662458926175,33.175
17284,17290,4,62.0,12.0,28.0,8,2,1,3.1,1,1,1,1,0,1,0,2,8631,0,55.592637,37.461122,11,бульвар Веласкеса,8,2019,2,9,True,True,True,2,False,0,0.184928616566276,-2.4461347647619625,31.0
13508,13512,1,67.55,13.9,29.0,12,2,1,2.8,0,1,1,0,0,1,0,1,2570,0,55.681047,37.551088,6,улица Вавилова,69А,2019,2,20,True,True,True,0,True,1,0.06069177601401412,-2.6523115348150736,33.775
14349,14354,3,76.92,11.5,47.5,3,3,3,3.0,1,1,2,2,0,1,4,1,1744,1,55.811735,37.740722,3,Тюменский проезд,3к5,2021,7,22,True,True,True,0,True,0,0.1786149077462228,1.1243633968958837,25.64
20968,20975,0,51.0,9.0,30.0,6,2,1,2.64,0,1,1,0,1,0,1,1,2433,0,55.669062,37.767286,4,Цимлянская улица,28,1999,3,17,False,True,True,1,True,0,0.19879353711050426,1.9068547881319378,25.5
702,702,3,73.43,13.5,40.0,18,3,3,2.8,0,1,2,2,2,0,4,1,6371,1,55.864303,37.372368,8,Муравская улица,38к1,2019,7,25,True,True,True,0,False,4,0.24447610288701213,-1.0116515813527238,24.47666666666667
16729,16735,3,75.1,14.0,38.7,12,2,3,3.2,1,1,1,1,1,0,4,1,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,37.55
14691,14696,4,73.0,10.0,50.0,7,3,1,3.0,2,0,1,0,0,1,3,2,5400,0,55.722142000000005,37.618569,0,Мытная улица,7с1,2013,0,14,True,True,True,2,True,0,0.0409053423696026,1.8807280422581778,24.333333333333332
2952,2954,3,46.3,10.7,0.0,6,1,3,3.1,0,0,2,2,0,0,4,1,9592,1,55.690882,37.478109,7,улица Лобачевского,114,2021,7,25,False,True,True,0,False,4,0.11052515758270838,-1.9776367373922248,46.3
590,590,4,51.0,20.0,80.0,12,1,3,3.1,2,0,2,2,0,0,0,2,1628,0,55.793348,37.448581,8,Живописная улица,21А,2011,2,32,True,True,True,0,False,0,0.14359148005588182,-1.149429097062255,51.0
13855,13859,4,99.5,10.7,30.9,19,3,3,2.8,0,0,2,2,0,0,4,1,7340,1,55.693206,37.470383,7,улица Лобачевского,118к5,2017,2,24,True,True,True,0,False,0,0.11681631774247103,-1.9331800365508673,33.166666666666664
1813,1813,3,20.39,5.1,9.8,6,1,3,2.72,1,0,0,1,0,0,4,1,218,1,55.801101,37.599462,2,Шереметьевский ЖК,к13,2021,2,14,False,True,True,1,False,4,0.06938302999635798,0.29013763981426316,20.39
2139,2139,0,79.8,12.0,54.0,14,3,1,2.64,0,0,1,0,1,0,1,1,5205,0,55.85858399999999,37.659838,2,Енисейская улица,5,2003,3,22,False,True,False,3,True,0,0.1476608070783801,0.5743730775248836,26.599999999999998
8651,8655,1,39.4,9.0,21.0,11,1,3,2.8,0,1,2,2,1,0,1,1,2127,0,55.740335,37.84799,3,Суздальская улица,16К1,1992,3,14,False,True,True,3,False,0,0.2684382706666984,1.5494969628601685,39.4
19999,20006,4,90.3,10.7,30.9,11,3,3,2.8,0,2,1,0,0,0,4,1,9524,1,55.723121,37.432403,7,улица Красных Зорь,вл33А,2021,7,15,False,True,True,0,False,4,0.1476578795356471,-1.6487367400479043,30.099999999999998
21412,21420,3,65.4,16.7,33.5,29,2,3,3.1,1,1,2,2,0,0,4,1,3883,1,55.656986,37.559173,6,Херсонская улица,43к7,2019,2,32,False,True,True,1,False,4,0.08027754894360635,-2.884146323615714,32.7
8676,8680,1,43.0,6.0,27.0,2,2,3,2.8,0,0,2,2,0,0,4,0,1555,0,55.805821,37.794055,3,улица Константина Федина,8,1958,0,5,True,False,False,3,False,0,0.22595446783209616,1.250211553615278,21.5
17984,17990,2,358.0,70.0,270.0,18,6,3,3.2,4,2,1,0,4,3,0,1,3461,0,55.702165,37.561958,6,улица Фотиевой,6к1,2007,2,21,False,True,True,0,True,0,0.036944203124994336,-2.6433615221315976,59.666666666666664
9178,9182,2,89.28,18.9,49.9,5,3,1,2.8,2,0,2,2,0,1,0,1,4448,0,55.683412,37.58385,6,Новочеремушкинская улица,17к2,2019,7,18,True,True,False,2,False,4,0.05138089447849413,3.059028875433031,29.76
2636,2637,4,78.0,8.0,46.0,8,3,3,3.0,1,1,2,2,0,1,2,1,9066,0,55.704823,37.497495,7,Мосфильмовская улица,53,2014,2,12,False,True,True,0,True,0,0.08735580815597978,-1.918856385307276,26.0
12718,12722,2,59.0,13.1,27.3,6,2,3,2.8,0,2,1,0,0,2,2,1,3364,0,55.939701,37.526178,2,Долгопрудная аллея,15к5,2019,7,14,True,True,True,1,True,4,0.21193005781289784,-0.25488410982669146,29.5
18752,18758,3,75.4,20.8,36.7,2,3,3,2.65,0,2,1,1,0,0,4,1,6383,1,55.617017,37.413718,11,Саларьево Парк ЖК,34,2022,3,9,False,True,True,1,False,4,0.20334942381514928,-2.1874631775168227,25.133333333333336
1777,1777,3,123.05,23.4,69.7,11,4,3,3.0,0,3,1,1,0,0,4,1,2344,1,55.850909,37.617527,2,Березовая аллея,17к1,2021,2,11,False,True,True,1,False,4,0.12231568921410241,0.31516309939792586,30.7625
1160,1160,4,218.0,30.0,80.0,9,4,3,2.8,0,0,1,1,0,2,3,2,6451,0,55.798480000000005,37.520671,1,Чапаевский переулок,3,2006,5,57,True,True,True,0,True,0,0.08690504108606888,-0.7453514694920557,54.5
23248,23256,4,150.0,10.7,30.9,8,4,3,3.3,0,0,0,1,0,0,0,2,8776,0,55.723257,37.52766,7,Мосфильмовская улица,8,2011,2,53,True,True,True,0,True,0,0.05318029485201835,-1.7860848254754456,37.5
4192,4195,0,19.6,10.7,30.9,3,1,3,2.8,1,0,1,0,0,0,1,2,1748,0,55.968,37.150583000000005,9,проспект Георгиевский,37к1,2018,2,17,True,True,True,1,True,0,0.4883990500529111,-1.0725892590292156,19.6
1669,1669,3,76.2,18.3,35.3,24,2,3,4.0,1,1,1,0,0,1,4,1,3599,1,55.776340000000005,37.525109,1,Хорошевское шоссе,25к2,2020,7,24,False,True,True,0,False,4,0.06863949741106032,-0.9174532718141339,38.1
9259,9263,1,35.0,10.0,20.0,9,1,3,2.8,0,1,2,2,1,0,1,1,7030,0,55.652014,37.602669,6,Симферопольский бульвар,16К4,1967,4,12,False,True,True,3,False,0,0.08576127198599764,2.869400260239283,35.0
13616,13620,3,37.2,10.2,15.5,14,1,3,2.89,1,0,1,0,0,1,4,1,1602,1,55.56486700000001,37.502112,11,Скандинавия ЖК,к16/2,2021,2,14,False,True,True,0,False,4,0.18660574166643443,-2.7133009288891357,37.2
15646,15651,4,143.8,10.7,115.0,6,4,3,2.8,2,1,2,2,1,0,2,1,3200,0,55.714876,37.504636,7,Мосфильмовская улица,70к1,2006,2,50,True,True,True,3,True,0,0.07753215129957367,-1.8282594812483979,35.95
14271,14276,4,63.7,13.9,32.3,13,2,3,2.8,0,1,2,2,0,0,4,1,8108,0,55.69903000000001,37.938711,4,Покровская улица,12,2017,7,25,True,True,True,1,True,0,0.36085751317716125,1.6695771702531683,31.85
3174,3176,3,75.81,10.7,30.9,18,1,3,3.0,0,0,2,2,0,1,4,1,2570,0,55.681047,37.551088,6,улица Вавилова,69А,2019,2,20,True,True,True,0,True,1,0.06069177601401412,-2.6523115348150736,75.81
20221,20228,1,43.0,11.3,17.6,8,1,3,2.8,1,0,1,0,0,1,0,1,6300,0,55.594143,37.460664,11,бульвар Веласкеса,7к6,2019,7,15,False,True,True,2,True,4,0.1840705355468244,-2.438982096414206,43.0
20244,20251,3,66.6,10.7,28.1,2,2,3,2.8,1,1,2,2,0,0,4,1,2850,1,55.755814,37.617635,0,10-я фаза тер.,к8,2022,2,25,False,True,True,1,False,4,0.04353134049313315,1.0622402117424747,33.3
2190,2190,1,38.0,10.7,30.9,14,1,3,2.8,0,1,2,2,1,0,2,1,8421,0,55.928718,37.544009,2,Дмитровское шоссе,165Ек14,2009,3,14,False,True,True,3,False,0,0.1973384880177693,-0.18141244891027808,38.0
20374,20381,4,45.0,10.0,22.0,58,1,3,3.5,1,0,0,1,0,0,3,1,1047,1,55.751143000000006,37.533733000000005,0,1-й Красногвардейский проезд,вл17-18,2020,2,63,True,True,True,0,True,0,0.04876493897152008,-1.225077324982474,45.0
2702,2703,4,147.0,10.7,30.9,5,4,3,2.8,0,0,1,1,0,0,0,1,3200,0,55.714876,37.504636,7,Мосфильмовская улица,70к1,2006,2,50,True,True,True,3,True,0,0.07753215129957367,-1.8282594812483979,36.75
11170,11174,3,36.46,9.3,12.4,1,1,3,2.72,0,1,0,1,0,0,4,1,713,1,55.801627,37.600657,2,Шереметьевский ЖК,к12,2021,2,14,False,True,True,1,True,0,0.07023595825632124,0.30429858256811537,36.46
6307,6310,3,66.7,19.9,30.7,2,2,3,2.89,1,1,1,0,0,1,4,1,8057,1,55.571123,37.512263,11,Сосенское поселение,д. Бачурино,2021,2,16,False,True,False,0,False,4,0.17682347912284138,-2.750838135529813,33.35
3510,3513,4,285.0,27.0,184.0,4,6,3,3.35,3,0,2,2,0,0,3,1,6485,0,55.747779,37.59657,0,переулок Сивцев Вражек,12,2013,0,6,True,True,False,1,False,0,0.021465512518236946,0.9107807194246426,47.5
14108,14113,4,86.9,10.7,30.9,15,3,3,3.0,0,2,2,2,0,0,4,1,44,1,55.71016899999999,37.647217,5,Павелецкая набережная,8,2021,7,16,False,True,True,0,True,4,0.07188949648052294,1.91780846907623,28.96666666666667
7994,7997,3,235.72,10.7,30.9,1,3,3,4.2,0,0,2,2,0,0,4,1,9432,1,55.775905,37.600531,0,Долгоруковская улица,23АС1,2021,2,3,True,False,False,0,False,4,0.04628397146750003,0.4689584033189516,78.57333333333334
12019,12023,0,34.0,15.0,12.0,6,1,3,2.8,1,0,2,2,0,0,3,1,4454,0,55.57821800000001,37.47775,11,улица Бачуринская,7к1,2018,2,24,True,True,True,1,True,0,0.186646487965588,-2.564306860339009,34.0
11504,11508,3,58.7,10.7,29.8,3,2,3,2.95,1,1,1,1,0,1,4,1,767,1,55.699543000000006,37.462415,7,Аминьевское шоссе,4А,2022,7,30,False,True,True,0,False,4,0.12233367423287513,-1.8615921657328949,29.35
20845,20852,2,72.0,10.3,42.0,3,3,1,2.8,0,1,1,0,0,0,3,1,4279,0,55.805356,37.708967,3,Краснобогатырская улица,79,1992,3,16,False,True,True,3,True,0,0.147432831033816,1.0703706644505624,24.0
13702,13706,4,219.0,30.0,78.7,10,4,1,2.8,3,0,1,0,0,0,3,2,6451,0,55.798480000000005,37.520671,1,Чапаевский переулок,3,2006,5,57,True,True,True,0,True,0,0.08690504108606888,-0.7453514694920557,54.75
22438,22446,4,60.1,20.3,22.2,3,2,1,2.8,0,1,0,1,1,0,2,1,8798,0,55.750727000000005,37.562272,7,Кутузовский проспект,4/2,1957,0,7,True,True,False,1,False,0,0.02366856871887881,-0.8221975186633074,30.05
5634,5637,3,49.0,10.5,16.7,20,1,3,3.1,1,0,1,0,0,0,4,1,8423,1,55.718922,37.727014,4,1-й Грайвороновский проезд,1,2020,2,22,False,True,True,1,False,4,0.14823470544351866,1.6768804338915557,49.0
7881,7884,1,319.0,20.0,30.9,17,6,1,3.0,2,1,1,1,0,4,3,2,3372,0,55.696534,37.499408,7,Мичуринский проспект,29,1996,2,19,True,True,True,0,True,0,0.08878717038265921,-2.0141090978045546,53.166666666666664
14236,14241,3,35.7,17.0,10.1,13,1,3,2.68,1,0,0,1,0,0,4,1,6585,1,55.666706000000005,37.739626,4,Люблинская улица,72С21,2020,3,16,False,True,True,1,False,0,0.1738283764232529,1.9721702472281728,35.7
12088,12092,0,43.0,6.0,30.9,5,2,3,2.8,1,0,1,0,1,0,1,1,8818,0,55.412114,37.186606,10,пос. Шишкин Лес,14,1965,0,5,True,False,False,1,False,0,0.5083925117631906,-2.2579766477098304,21.5
14660,14665,4,43.7,5.5,28.4,2,2,3,2.57,1,0,1,0,1,0,3,2,8307,0,55.734967000000005,37.65461,0,улица Малые Каменщики,18К2,1963,0,5,True,False,False,3,False,0,0.07499819537146964,1.566141102996217,21.85
13264,13268,3,47.29,12.8,17.6,10,1,3,3.0,1,0,0,1,0,1,4,1,461,1,55.804304,37.533427,1,улица Усиевича,2,2020,0,10,False,True,True,0,False,0,0.0836018435995417,-0.5852974599552012,47.29
15380,15385,2,35.0,10.7,30.9,11,1,3,2.8,0,1,1,0,0,0,2,1,403,1,55.875511,37.602238,2,улица Римского-Корсакова,11к7,2021,3,23,True,True,True,1,True,1,0.1426982222135394,0.1592260168377728,35.0
1679,1679,3,103.2,37.0,28.6,9,2,3,2.8,1,1,2,2,0,1,4,1,1168,1,55.788353,37.567922,1,Ленинградский проспект,36С11,2019,7,15,True,True,False,0,False,4,0.054992135406054084,-0.2142217952375663,51.6
13097,13101,3,40.7,10.7,20.8,28,1,3,2.95,1,0,0,1,0,1,4,1,767,1,55.699543000000006,37.462415,7,Аминьевское шоссе,4А,2022,7,30,False,True,True,0,False,4,0.12233367423287513,-1.8615921657328949,40.7
3373,3376,4,145.8,10.7,30.9,55,3,3,2.8,2,0,0,1,0,0,4,2,1047,1,55.751143000000006,37.533733000000005,0,1-й Красногвардейский проезд,вл17-18,2020,2,63,True,True,True,0,True,0,0.04876493897152008,-1.225077324982474,48.6
21666,21674,3,109.3,10.7,30.9,49,2,3,2.8,0,0,2,2,0,0,4,1,4715,1,55.834472,37.65805,2,проспект Мира,188Бк1,2015,2,58,False,True,True,0,False,4,0.12697744174031916,0.6658488822341178,54.65
8097,8100,4,85.0,11.0,51.0,2,3,1,2.9,0,1,1,0,0,2,2,1,2139,0,55.775115,37.615120000000005,0,Делегатская улица,16/1,1987,0,9,False,True,True,3,False,4,0.053859000531269796,0.7198415414236001,28.333333333333332
13777,13781,3,74.0,12.6,42.0,14,3,3,2.65,0,2,1,1,0,0,4,1,5540,1,55.554695,37.513916,11,Скандинавия ЖК,4.2,2019,7,14,False,True,True,0,False,4,0.1915418594103267,-2.791496315966316,24.666666666666668
20405,20412,4,130.0,22.0,54.0,2,3,1,3.0,2,0,1,0,0,0,2,1,715,0,55.735657,37.432537,7,Истринская улица,8к3,2012,7,17,True,True,True,0,True,0,0.14707928811399484,-1.563731152756364,43.333333333333336
2024,2024,3,91.11,20.7,45.7,1,3,3,2.72,0,2,1,1,0,0,4,1,4791,1,55.804025,37.5971,2,Складочная улица,6к1,2021,2,14,False,True,True,1,False,4,0.07157624287522366,0.2468165788385938,30.37
4701,4704,0,69.0,13.0,31.0,11,2,1,2.8,2,0,1,1,0,1,2,1,2871,0,55.558641,37.559308,6,Старокрымская улица,17,2016,2,23,False,True,True,3,True,0,0.17714439169917282,-3.026718324659942,34.5
15767,15772,4,84.0,10.7,50.0,2,4,3,2.8,2,0,2,2,0,0,2,1,4254,0,55.74055799999999,37.640929,0,Садовническая улица,57С1,2016,2,7,True,True,True,0,False,4,0.0616034411395117,1.474220943793765,21.0
6316,6319,1,54.1,9.0,32.0,8,2,1,2.65,0,1,0,1,0,1,1,2,1598,0,55.514692,37.356989,11,улица 6-я Нововатутинская,5,2014,3,12,False,True,False,3,True,0,0.31293555619277347,-2.3500986386054543,27.05
3528,3531,4,210.4,24.0,107.0,11,6,3,2.8,3,0,1,1,0,1,0,1,2412,0,55.725331,37.573717,0,улица Ефремова,10к1,2014,2,12,True,True,True,2,False,0,0.011000191725993291,-2.575953101097526,35.06666666666667
12806,12810,4,75.0,10.3,45.9,1,3,3,2.8,0,1,2,2,0,0,1,1,8885,0,55.647498,37.725837,4,Новочеркасский бульвар,21,1981,3,16,False,True,True,1,True,0,0.17020999231095174,2.1081187427258583,25.0
9737,9741,1,33.3,5.9,19.5,1,1,3,2.8,1,0,1,0,0,1,4,2,8757,0,55.602093,37.591422,5,Чертановская улица,53К1,1971,3,9,False,True,False,3,True,0,0.13304999859526934,3.0527167113835225,33.3
16640,16646,4,106.9,11.4,47.6,2,2,3,3.3,0,2,2,2,0,0,2,1,7649,0,55.741784,37.596633,0,Барыковский переулок,6,2009,0,9,True,True,True,0,True,4,0.018467454554974023,1.1722910894043455,53.45
15738,15743,2,35.0,8.2,16.0,15,1,3,2.8,1,0,1,0,0,1,3,2,1172,0,55.86268100000001,37.372440000000005,8,Муравская улица,38к2,2019,2,25,True,True,True,0,True,0,0.24355832803935878,-1.0171401953691774,35.0
1041,1041,4,35.0,10.7,30.9,6,1,3,2.8,0,0,2,2,0,0,4,0,6400,2,55.816298,37.468245,8,Волоколамское шоссе,54К1,2013,7,14,False,False,False,3,False,4,0.13811006538599965,-0.937985914489104,35.0
16260,16266,3,39.87,6.0,22.1,14,2,3,3.0,1,0,2,2,1,1,4,1,8016,1,55.580192,37.587137,5,Варшавское шоссе,170Е,2020,2,19,False,True,True,0,False,4,0.15460907154819004,3.092906272771087,19.935
11539,11543,1,54.0,9.0,33.0,14,2,3,2.7,0,1,0,1,0,1,4,1,2044,0,55.754213,37.703649,4,мкр. 5-й,к518,1970,0,14,False,True,False,3,True,0,0.12557465286691294,1.4141123284825095,27.0
17989,17995,1,38.0,10.0,19.0,14,1,3,2.48,1,0,0,1,0,1,1,2,3598,0,55.640497,37.546848,6,Севастопольский проспект,58,1979,3,16,False,True,True,1,True,0,0.0996607140002986,-2.806600653281055,38.0
18823,18829,4,104.9,20.0,70.0,10,3,1,3.0,0,1,1,0,0,0,3,1,5893,0,55.770811,37.591189,0,2-я Брестская улица,6,2019,2,12,True,True,True,2,True,4,0.037999413809754995,0.30956710787970626,34.96666666666667
22837,22845,4,52.0,10.0,30.9,17,2,3,2.74,0,1,2,2,0,1,1,1,598,0,55.70845500000001,37.925838,4,улица Сочинская,3к1,2014,4,17,False,True,True,3,True,0,0.34721248724557946,1.6462189864873533,26.0
18463,18469,0,97.5,12.0,34.3,12,2,1,2.7,1,1,1,1,0,3,2,1,2090,0,55.828455000000005,37.809255,3,Курганская улица,3,2007,3,16,True,True,True,1,True,0,0.2480746486626462,1.1828786042795918,48.75
18805,18811,4,78.03,13.0,60.0,4,3,1,2.8,2,0,1,0,0,0,0,1,4574,0,55.75461800000001,37.524058,0,Шмитовский проезд,39к1,2019,2,55,True,True,True,0,True,0,0.05904507418409132,-1.2252332582556094,26.01
3232,3235,4,100.0,10.0,59.9,3,3,1,3.4,0,1,1,0,0,0,1,2,2802,0,55.737497,37.629304,0,Пятницкая улица,43С3,1913,0,4,True,False,False,1,False,0,0.049774721686765,1.5129207632971078,33.333333333333336
15299,15304,1,37.5,5.7,21.3,2,1,3,2.8,0,1,0,1,0,1,4,1,5645,0,55.790686,37.798798,3,9-я Парковая улица,7,1973,0,12,False,True,False,3,False,0,0.22624293898475953,1.3203641445469374,37.5
20341,20348,3,94.1,48.7,17.8,7,1,3,3.23,2,0,1,0,0,1,4,1,1895,1,55.770041000000006,37.576663,0,Средний Тишинский переулок,5/7С1,2021,2,7,False,True,True,0,False,4,0.03554572451733872,-0.08307645835581798,94.1
5252,5255,3,105.76,16.2,47.9,14,3,3,3.0,2,0,2,2,0,2,4,1,7203,1,55.714414,37.657907,5,Восточная улица,4К1,2021,2,17,False,True,True,0,False,4,0.0808591778564888,1.8233370216842304,35.25333333333334
15717,15722,1,74.0,10.7,30.9,20,3,3,2.8,0,0,2,2,0,0,3,1,9258,1,55.762789,37.508984000000005,8,Шелепихинская набережная,34к2,2018,2,36,True,True,True,0,False,0,0.07603955722605957,-1.1912706289770878,24.666666666666668
19537,19544,4,36.9,10.7,13.9,14,1,3,2.8,1,0,2,2,0,0,4,1,5357,1,55.707649,37.937184,4,Люберецкие Поля мкр,12-й кв-л,2020,2,22,True,True,True,1,True,0,0.35858696794375916,1.6460761318566297,36.9
20142,20149,4,36.6,14.0,12.0,2,1,3,2.8,0,0,2,2,1,0,4,1,8600,1,55.5873,37.126347,11,Баркли Медовая Долина ЖК,к9,2020,7,7,False,False,False,3,False,4,0.47660494541988996,-1.8850412805381416,36.6
19311,19318,3,58.73,22.5,22.6,1,2,3,2.72,0,1,1,0,0,0,4,1,4791,1,55.804025,37.5971,2,Складочная улица,6к1,2021,2,14,False,True,True,1,False,4,0.07157624287522366,0.2468165788385938,29.365
6024,6027,1,39.0,10.0,19.0,20,1,3,2.66,0,1,1,0,1,0,4,2,8108,0,55.69903000000001,37.938711,4,Покровская улица,12,2017,7,25,True,True,True,1,True,0,0.36085751317716125,1.6695771702531683,39.0
3957,3960,1,44.2,10.0,20.0,24,1,3,2.7,1,0,1,0,0,1,3,2,7093,0,55.72275,37.895511,3,Лухмановская улица,17к1,2013,7,24,False,True,True,1,True,4,0.316121233859415,1.608347291936695,44.2
